Idx,rhoz(mg/cm^2),G(O K-L3),E(O K-L3),G(Mg K-L3),E(Mg K-L3),G(Al K-L3),E(Al K-L3),G(Al K-M3),E(Al K-M3),G(P K-L3),E(P K-L3),G(P K-M3),E(P K-M3)
434,0.115648,0.775295,0.325403,0.487055,0.34776,0.418809,0.321361,0.418809,0.331164,0.292194,0.253529,0.292194,0.259074
435,0.115915,0.769591,0.322363,0.483079,0.344653,0.415235,0.318424,0.415235,0.328161,0.289366,0.250993,0.289366,0.256496
436,0.116181,0.763909,0.319344,0.47912,0.341563,0.411676,0.315502,0.411676,0.325172,0.286552,0.248471,0.286552,0.253931
437,0.116448,0.758248,0.316344,0.475176,0.338489,0.408133,0.312596,0.408133,0.322199,0.283752,0.245963,0.283752,0.25138
438,0.116714,0.752607,0.313363,0.47125,0.335432,0.404605,0.309705,0.404605,0.319241,0.280965,0.243468,0.280965,0.248842
439,0.116981,0.746988,0.310402,0.467339,0.33239,0.401092,0.306829,0.401092,0.316299,0.278193,0.240986,0.278193,0.246318
440,0.117247,0.74139,0.30746,0.463445,0.329365,0.397595,0.303968,0.397595,0.313371,0.275434,0.238518,0.275434,0.243808
441,0.117513,0.735813,0.304537,0.459567,0.326355,0.394113,0.301122,0.394113,0.310459,0.272689,0.236064,0.272689,0.241311
442,0.11778,0.730257,0.301634,0.455705,0.323362,0.390646,0.298291,0.390646,0.307561,0.269957,0.233623,0.269957,0.238828
443,0.118046,0.724722,0.298749,0.45186,0.320385,0.387195,0.295475,0.387195,0.304679,0.267239,0.231195,0.267239,0.236358
444,0.118313,0.719208,0.295884,0.448031,0.317423,0.383759,0.292674,0.383759,0.301812,0.264535,0.228781,0.264535,0.233901
445,0.118579,0.713715,0.293037,0.444218,0.314478,0.380338,0.289889,0.380338,0.29896,0.261845,0.22638,0.261845,0.231458
446,0.118846,0.708243,0.290209,0.440422,0.311548,0.376933,0.287118,0.376933,0.296123,0.259169,0.223993,0.259169,0.229029
447,0.119112,0.702792,0.2874,0.436642,0.308634,0.373542,0.284362,0.373542,0.293301,0.256506,0.221619,0.256506,0.226613
448,0.119379,0.697363,0.28461,0.432878,0.305737,0.370168,0.281621,0.370168,0.290494,0.253857,0.219259,0.253857,0.224211
449,0.119645,0.691954,0.281838,0.42913,0.302855,0.366808,0.278895,0.366808,0.287701,0.251222,0.216912,0.251222,0.221822
450,0.119912,0.686567,0.279085,0.425399,0.299988,0.363464,0.276183,0.363464,0.284924,0.2486,0.214578,0.2486,0.219446
451,0.120178,0.6812,0.27635,0.421684,0.297138,0.360135,0.273487,0.360135,0.282162,0.245992,0.212258,0.245992,0.217084
452,0.120445,0.675854,0.273634,0.417985,0.294303,0.356821,0.270805,0.356821,0.279415,0.243399,0.209951,0.243399,0.214736
453,0.120711,0.67053,0.270936,0.414303,0.291484,0.353523,0.268138,0.353523,0.276682,0.240818,0.207657,0.240818,0.2124
454,0.120978,0.665227,0.268255,0.410637,0.28868,0.35024,0.265486,0.35024,0.273965,0.238252,0.205377,0.238252,0.210078
455,0.121244,0.659944,0.265594,0.406987,0.285893,0.346973,0.262849,0.346973,0.271262,0.235699,0.20311,0.235699,0.20777
456,0.121511,0.654683,0.26295,0.403353,0.28312,0.34372,0.260226,0.34372,0.268574,0.23316,0.200856,0.23316,0.205475
457,0.121777,0.649443,0.260324,0.399736,0.280364,0.340483,0.257618,0.340483,0.265901,0.230635,0.198616,0.230635,0.203193
458,0.122043,0.644224,0.257716,0.396135,0.277622,0.337262,0.255025,0.337262,0.263242,0.228123,0.196389,0.228123,0.200925
459,0.12231,0.639026,0.255125,0.39255,0.274897,0.334055,0.252446,0.334055,0.260598,0.225626,0.194175,0.225626,0.19867
460,0.122576,0.633849,0.252553,0.388982,0.272186,0.330864,0.249882,0.330864,0.257969,0.223142,0.191975,0.223142,0.196428
461,0.122843,0.628693,0.249998,0.38543,0.269492,0.327688,0.247333,0.327688,0.255355,0.220671,0.189787,0.220671,0.1942
462,0.123109,0.623558,0.24746,0.381894,0.266812,0.324528,0.244798,0.324528,0.252756,0.218215,0.187613,0.218215,0.191985
463,0.123376,0.618444,0.24494,0.378375,0.264148,0.321383,0.242278,0.321383,0.250171,0.215772,0.185453,0.215772,0.189783
464,0.123642,0.613351,0.242438,0.374871,0.2615,0.318253,0.239772,0.318253,0.2476,0.213343,0.183305,0.213343,0.187594
465,0.123909,0.608279,0.239953,0.371384,0.258866,0.315139,0.237281,0.315139,0.245045,0.210928,0.18117,0.210928,0.185419
466,0.124175,0.603228,0.237485,0.367914,0.256248,0.312039,0.234804,0.312039,0.242504,0.208526,0.179049,0.208526,0.183257
467,0.124442,0.598199,0.235034,0.36446,0.253645,0.308956,0.232341,0.308956,0.239977,0.206139,0.176941,0.206139,0.181109
468,0.124708,0.59319,0.2326,0.361022,0.251058,0.305887,0.229894,0.305887,0.237465,0.203765,0.174846,0.203765,0.178974
469,0.124975,0.588203,0.230184,0.3576,0.248485,0.302834,0.22746,0.302834,0.234968,0.201404,0.172764,0.201404,0.176851
470,0.125241,0.583236,0.227784,0.354194,0.245928,0.299796,0.225041,0.299796,0.232485,0.199058,0.170696,0.199058,0.174743
471,0.125508,0.578291,0.225401,0.350805,0.243386,0.296773,0.222636,0.296773,0.230016,0.196725,0.16864,0.196725,0.172647
472,0.125774,0.573366,0.223035,0.347432,0.240859,0.293766,0.220246,0.293766,0.227562,0.194406,0.166598,0.194406,0.170564
473,0.126041,0.568463,0.220686,0.344076,0.238347,0.290774,0.217869,0.290774,0.225123,0.192101,0.164568,0.192101,0.168495
474,0.126307,0.563581,0.218353,0.340736,0.23585,0.287797,0.215508,0.287797,0.222698,0.189809,0.162552,0.189809,0.166439
475,0.126573,0.55872,0.216037,0.337412,0.233368,0.284836,0.21316,0.284836,0.220287,0.187532,0.160549,0.187532,0.164396
476,0.12684,0.55388,0.213738,0.334104,0.230901,0.28189,0.210827,0.28189,0.217891,0.185268,0.158559,0.185268,0.162367
477,0.127106,0.54906,0.211455,0.330812,0.228449,0.278959,0.208507,0.278959,0.215509,0.183017,0.156582,0.183017,0.16035
478,0.127373,0.544262,0.209188,0.327537,0.226011,0.276044,0.206202,0.276044,0.213141,0.180781,0.154618,0.180781,0.158347
479,0.127639,0.539485,0.206938,0.324279,0.223589,0.273144,0.203912,0.273144,0.210788,0.178558,0.152667,0.178558,0.156356
480,0.127906,0.53473,0.204703,0.321036,0.221182,0.270259,0.201635,0.270259,0.208449,0.176349,0.150729,0.176349,0.154379
481,0.128172,0.529995,0.202485,0.31781,0.218789,0.26739,0.199372,0.26739,0.206124,0.174154,0.148804,0.174154,0.152415
482,0.128439,0.525281,0.200283,0.3146,0.216411,0.264535,0.197124,0.264535,0.203814,0.171972,0.146892,0.171972,0.150464
483,0.128705,0.520588,0.198097,0.311406,0.214048,0.261697,0.19489,0.261697,0.201518,0.169805,0.144993,0.169805,0.148526
484,0.128972,0.515916,0.195927,0.308229,0.2117,0.258873,0.192669,0.258873,0.199235,0.167651,0.143107,0.167651,0.146602
485,0.129238,0.511266,0.193773,0.305068,0.209366,0.256065,0.190463,0.256065,0.196968,0.16551,0.141234,0.16551,0.14469
486,0.129505,0.506636,0.191635,0.301923,0.207047,0.253272,0.188271,0.253272,0.194714,0.163384,0.139373,0.163384,0.142791
487,0.129771,0.502028,0.189512,0.298795,0.204743,0.250495,0.186092,0.250495,0.192474,0.161271,0.137526,0.161271,0.140906
488,0.130038,0.49744,0.187405,0.295682,0.202453,0.247732,0.183928,0.247732,0.190249,0.159172,0.135692,0.159172,0.139033
489,0.130304,0.492874,0.185314,0.292587,0.200178,0.244985,0.181778,0.244985,0.188038,0.157087,0.13387,0.157087,0.137174
490,0.13057,0.488328,0.183238,0.289507,0.197917,0.242254,0.179641,0.242254,0.18584,0.155015,0.132062,0.155015,0.135328
491,0.130837,0.483804,0.181177,0.286444,0.195671,0.239537,0.177518,0.239537,0.183657,0.152958,0.130266,0.152958,0.133494
492,0.131103,0.479301,0.179132,0.283397,0.193439,0.236836,0.17541,0.236836,0.181488,0.150914,0.128483,0.150914,0.131674
493,0.13137,0.474819,0.177103,0.280366,0.191222,0.234151,0.173315,0.234151,0.179333,0.148883,0.126713,0.148883,0.129866
494,0.131636,0.470358,0.175088,0.277352,0.18902,0.23148,0.171234,0.23148,0.177192,0.146867,0.124956,0.146867,0.128072
495,0.131903,0.465918,0.173089,0.274354,0.186831,0.228825,0.169166,0.228825,0.175065,0.144864,0.123212,0.144864,0.12629
496,0.132169,0.461498,0.171104,0.271372,0.184657,0.226186,0.167113,0.226186,0.172952,0.142875,0.121481,0.142875,0.124522
497,0.132436,0.457101,0.169135,0.268406,0.182498,0.223561,0.165073,0.223561,0.170853,0.1409,0.119762,0.1409,0.122766
498,0.132702,0.452724,0.167181,0.265457,0.180352,0.220952,0.163047,0.220952,0.168767,0.138938,0.118056,0.138938,0.121024
499,0.132969,0.448368,0.165241,0.262524,0.178221,0.218358,0.161035,0.218358,0.166696,0.136991,0.116363,0.136991,0.119294
500,0.133235,0.444033,0.163317,0.259607,0.176104,0.21578,0.159036,0.21578,0.164638,0.135057,0.114683,0.135057,0.117577
501,0.133502,0.439719,0.161407,0.256707,0.174002,0.213217,0.157051,0.213217,0.162595,0.133136,0.113015,0.133136,0.115873
502,0.133768,0.435427,0.159512,0.253823,0.171913,0.210669,0.15508,0.210669,0.160565,0.13123,0.11136,0.13123,0.114182
503,0.134035,0.431155,0.157631,0.250955,0.169839,0.208136,0.153122,0.208136,0.158549,0.129337,0.109718,0.129337,0.112504
504,0.134301,0.426904,0.155765,0.248104,0.167779,0.205619,0.151178,0.205619,0.156547,0.127458,0.108089,0.127458,0.110839
505,0.134568,0.422675,0.153914,0.245268,0.165733,0.203117,0.149247,0.203117,0.154558,0.125593,0.106472,0.125593,0.109187
506,0.134834,0.418466,0.152077,0.242449,0.163701,0.200631,0.14733,0.200631,0.152584,0.123741,0.104868,0.123741,0.107547
507,0.1351,0.414279,0.150254,0.239647,0.161683,0.198159,0.145427,0.198159,0.150623,0.121903,0.103277,0.121903,0.105921
508,0.135367,0.410113,0.148446,0.236861,0.15968,0.195703,0.143537,0.195703,0.148675,0.120079,0.101698,0.120079,0.104307
509,0.135633,0.405967,0.146652,0.234091,0.15769,0.193263,0.14166,0.193263,0.146742,0.118269,0.100133,0.118269,0.102706
510,0.1359,0.401843,0.144872,0.231337,0.155714,0.190837,0.139797,0.190837,0.144822,0.116473,0.0985793,0.116473,0.101118
511,0.136166,0.39774,0.143106,0.228599,0.153752,0.188427,0.137947,0.188427,0.142916,0.11469,0.0970386,0.11469,0.0995424
512,0.136433,0.393658,0.141354,0.225878,0.151804,0.186033,0.136111,0.186033,0.141023,0.112921,0.0955106,0.112921,0.0979799
513,0.136699,0.389597,0.139617,0.223173,0.14987,0.183653,0.134288,0.183653,0.139144,0.111166,0.0939953,0.111166,0.0964301
514,0.136966,0.385557,0.137893,0.220485,0.147949,0.181289,0.132479,0.181289,0.137279,0.109424,0.0924925,0.109424,0.0948931
515,0.137232,0.381538,0.136183,0.217813,0.146043,0.17894,0.130683,0.17894,0.135427,0.107696,0.0910023,0.107696,0.0933689
516,0.137499,0.37754,0.134486,0.215157,0.14415,0.176607,0.1289,0.176607,0.133588,0.105982,0.0895246,0.105982,0.0918575
517,0.137765,0.373563,0.132804,0.212517,0.142271,0.174289,0.12713,0.174289,0.131764,0.104282,0.0880596,0.104282,0.0903587
518,0.138032,0.369607,0.131135,0.209894,0.140406,0.171986,0.125374,0.171986,0.129952,0.102595,0.0866071,0.102595,0.0888727
519,0.138298,0.365673,0.12948,0.207286,0.138554,0.169699,0.123631,0.169699,0.128155,0.100923,0.0851671,0.100923,0.0873995
520,0.138565,0.361759,0.127838,0.204696,0.136716,0.167426,0.121901,0.167426,0.12637,0.0992636,0.0837397,0.0992636,0.0859389
521,0.138831,0.357866,0.12621,0.202121,0.134892,0.165169,0.120185,0.165169,0.124599,0.0976184,0.0823248,0.0976184,0.0844911
522,0.139098,0.353995,0.124595,0.199563,0.133081,0.162928,0.118481,0.162928,0.122842,0.0959868,0.0809224,0.0959868,0.0830559
523,0.139364,0.350144,0.122993,0.197021,0.131284,0.160702,0.116791,0.160702,0.121098,0.094369,0.0795325,0.094369,0.0816335
524,0.13963,0.346315,0.121405,0.194495,0.129501,0.158491,0.115114,0.158491,0.119367,0.092765,0.0781551,0.092765,0.0802237
525,0.139897,0.342506,0.11983,0.191986,0.127731,0.156295,0.11345,0.156295,0.11765,0.0911747,0.0767902,0.0911747,0.0788265
526,0.140163,0.338719,0.118268,0.189493,0.125974,0.154115,0.111799,0.154115,0.115946,0.0895982,0.0754377,0.0895982,0.077442
527,0.14043,0.334953,0.116719,0.187016,0.124231,0.15195,0.110161,0.15195,0.114255,0.0880354,0.0740977,0.0880354,0.0760702
528,0.140696,0.331208,0.115183,0.184556,0.122502,0.1498,0.108537,0.1498,0.112578,0.0864864,0.0727701,0.0864864,0.074711
529,0.140963,0.327483,0.113661,0.182112,0.120786,0.147666,0.106925,0.147666,0.110914,0.0849511,0.0714549,0.0849511,0.0733644
